PLAYER,GAME,MIN,REB,AST,TO,STL,BLK,PF,PTS,W,L,Diff,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate
jalen-pickett,1,4,0,0,0,0,0,0,0,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
jalen-pickett,2,3,0,0,0,0,0,1,0,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
jalen-pickett,3,6,1,2,0,0,0,0,3,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
jalen-pickett,4,2,0,1,0,0,0,0,3,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jalen-pickett,5,3,0,0,0,0,0,0,0,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jalen-pickett,6,2,0,0,1,0,0,1,0,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
jalen-pickett,7,8,1,0,1,0,0,0,0,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
jalen-pickett,8,7,2,1,0,1,0,1,2,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
jalen-pickett,9,19,2,3,1,1,0,0,8,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
jalen-pickett,10,10,1,1,1,0,0,2,0,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jalen-slawson,0,1,0,0,1,0,0,2,0,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jalen-slawson,1,1,0,0,0,0,0,0,0,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
jalen-slawson,2,12,3,2,1,0,1,1,4,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jalen-slawson,3,4,1,0,0,0,0,0,0,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
jalen-slawson,4,0,0,0,0,0,0,0,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jalen-smith,0,24,9,0,1,2,2,0,20,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
jalen-smith,1,21,4,2,0,0,0,2,7,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jalen-smith,2,30,10,2,1,0,2,4,19,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
jalen-smith,3,20,10,0,2,1,1,2,13,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jalen-smith,4,9,1,0,0,0,2,6,6,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jalen-smith,5,19,4,1,1,1,2,0,15,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jalen-smith,6,14,3,0,1,0,0,2,7,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jalen-smith,7,25,13,1,0,0,1,3,17,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
jalen-smith,8,19,6,3,2,0,1,5,12,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jalen-smith,9,25,3,3,0,0,0,2,8,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
jalen-smith,10,19,7,0,0,0,0,1,6,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
jalen-suggs,0,36,6,2,3,2,1,2,15,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jalen-suggs,1,33,1,5,1,4,0,3,7,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
jalen-suggs,2,26,2,1,2,3,0,4,11,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
jalen-suggs,3,32,4,5,2,2,1,4,10,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jalen-suggs,4,4,0,0,0,0,0,0,0,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
jalen-suggs,5,26,2,3,3,2,0,2,6,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
jalen-suggs,6,29,4,1,2,1,0,4,11,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
jalen-suggs,7,25,2,2,1,1,1,1,16,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jalen-suggs,8,28,4,1,2,0,0,3,16,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
jalen-suggs,9,27,5,4,2,0,0,3,4,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
jalen-suggs,10,20,4,0,1,0,0,3,9,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
jalen-williams,0,33,2,3,2,0,0,3,20,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jalen-williams,1,28,1,3,0,0,0,2,20,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
jalen-williams,2,31,4,7,1,0,0,3,15,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jalen-williams,3,29,5,7,0,2,0,3,13,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
jalen-williams,4,32,4,2,0,2,2,1,19,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jalen-williams,5,36,5,3,0,3,0,4,20,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jalen-williams,6,37,3,8,2,2,2,6,27,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jalen-williams,7,33,3,7,4,0,0,5,25,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
jalen-williams,8,35,3,6,1,3,0,1,25,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jalen-williams,9,33,6,2,2,0,0,1,16,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
jalen-williams,10,19,7,4,1,0,2,0,21,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jalen-wilson,0,5,0,0,0,1,0,0,0,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jalen-wilson,1,12,4,2,0,1,0,0,8,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jalen-wilson,2,30,10,2,1,0,0,4,21,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jalen-wilson,3,6,2,1,0,0,0,2,2,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
jalen-wilson,4,6,1,2,0,1,0,0,2,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
jalen-wilson,5,8,0,0,1,0,0,2,5,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jalen-wilson,6,11,1,0,1,0,0,1,2,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
jalen-wilson,7,17,4,2,0,0,0,0,7,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
jalen-wilson,8,4,1,0,0,0,0,0,2,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
jalen-wilson,9,1,0,0,0,0,0,0,0,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jalen-wilson,10,6,1,0,0,0,1,0,0,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
jamal-cain,0,5,2,0,0,0,0,0,7,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jamal-cain,1,1,0,0,0,0,0,0,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jamal-cain,2,35,3,1,0,1,1,3,9,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
jamal-cain,3,11,1,1,1,0,0,2,6,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jamal-cain,4,28,6,0,1,2,0,1,18,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
jamal-cain,5,17,5,0,0,0,1,4,3,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jamal-cain,6,8,0,0,0,0,1,1,3,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
jamal-cain,7,29,3,1,0,2,1,0,14,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
jamal-cain,8,5,0,0,0,0,0,2,0,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
jamal-cain,9,11,0,0,0,0,0,0,5,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jamal-cain,10,29,3,0,1,1,0,1,7,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jamal-murray,0,33,9,10,2,0,2,1,13,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jamal-murray,1,39,3,4,0,0,2,3,16,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
jamal-murray,2,36,2,5,2,2,0,1,35,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jamal-murray,3,37,3,7,2,1,1,1,23,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jamal-murray,4,30,2,7,3,0,0,1,9,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
jamal-murray,5,37,8,7,3,0,0,1,31,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
jamal-murray,6,39,5,7,1,0,0,2,19,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
jamal-murray,7,37,8,5,1,0,0,3,35,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jamal-murray,8,38,3,10,2,0,1,0,17,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jamal-murray,9,36,1,8,5,1,0,3,25,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
jamal-murray,10,34,2,9,2,0,0,3,20,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jamaree-bouyea,0,2,1,0,1,0,0,0,0,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jamaree-bouyea,1,16,2,5,2,0,0,0,2,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
jamaree-bouyea,2,1,0,0,0,0,0,0,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jamaree-bouyea,3,9,2,0,0,0,0,1,2,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
jamaree-bouyea,4,17,1,0,4,0,0,2,0,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jamaree-bouyea,5,12,4,3,1,0,0,0,6,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
james-bouknight,0,6,0,0,1,1,0,0,5,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
james-bouknight,1,2,0,0,0,0,0,1,0,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
james-bouknight,2,7,0,0,0,0,0,0,5,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
james-bouknight,3,4,0,0,0,0,0,0,6,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
james-bouknight,4,2,0,0,0,0,0,0,1,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
james-bouknight,5,6,1,0,0,0,1,0,0,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
james-bouknight,6,20,0,1,0,0,0,0,8,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
james-bouknight,7,4,2,2,0,0,0,1,3,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
james-bouknight,8,4,0,2,0,0,0,0,0,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
james-bouknight,9,6,2,1,0,0,0,0,5,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
james-bouknight,10,6,2,0,1,0,0,0,3,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
james-harden,0,34,3,6,1,1,0,1,4,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
james-harden,1,33,9,5,2,2,4,2,25,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
james-harden,2,39,7,10,3,1,1,2,11,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
james-harden,3,27,8,7,1,0,0,2,9,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
james-harden,4,35,10,13,1,1,1,3,22,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
james-harden,5,39,2,10,1,1,1,3,23,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
james-harden,6,38,5,10,4,2,1,2,24,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
james-harden,7,41,5,8,1,0,1,2,16,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
james-harden,8,36,1,8,4,2,2,3,14,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
james-harden,9,28,1,9,3,1,0,0,11,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
james-harden,10,34,5,11,3,1,0,4,14,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
james-johnson,0,1,0,0,0,0,0,0,0,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
james-johnson,1,8,1,1,1,3,0,2,2,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
james-johnson,2,6,0,2,0,0,0,0,2,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
james-johnson,3,6,1,2,1,1,0,1,0,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
james-johnson,4,3,2,0,0,0,0,1,0,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
james-wiseman,0,2,1,0,0,0,0,0,3,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
james-wiseman,1,5,1,0,0,0,0,0,0,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
james-wiseman,2,15,5,0,0,0,2,1,6,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
james-wiseman,3,17,3,3,0,0,0,2,3,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
james-wiseman,4,24,5,1,1,0,1,2,4,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
james-wiseman,5,18,3,0,0,0,0,1,9,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
james-wiseman,6,15,3,0,0,0,2,2,4,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
james-wiseman,7,17,9,0,3,0,0,1,8,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
james-wiseman,8,16,4,0,1,0,1,5,4,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
james-wiseman,9,13,4,0,0,0,3,1,8,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
james-wiseman,10,13,5,1,1,0,0,0,6,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jarace-walker,0,7,1,0,2,0,1,1,0,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
jarace-walker,1,18,9,1,1,1,0,0,10,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jarace-walker,2,20,2,2,2,0,0,1,15,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
jarace-walker,3,26,4,4,1,4,2,2,8,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jarace-walker,4,1,0,1,0,0,0,0,0,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jarace-walker,5,12,1,1,1,0,0,1,8,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
jarace-walker,6,2,0,0,0,0,0,0,3,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jarace-walker,7,1,0,0,0,0,0,0,0,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
jarace-walker,8,24,2,3,1,2,0,2,5,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jarace-walker,9,13,2,0,0,0,0,1,5,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
jarace-walker,10,6,0,2,1,0,1,4,3,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jared-butler,0,3,0,2,0,0,0,0,8,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
jared-butler,1,5,0,2,0,0,1,0,2,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
jared-butler,2,9,1,1,0,0,0,0,5,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
jared-butler,3,7,1,4,0,1,0,0,8,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
jared-butler,4,5,1,0,0,0,0,0,8,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
jared-butler,5,3,0,1,1,0,0,0,2,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
jared-butler,6,13,1,4,1,1,0,1,8,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jared-butler,7,19,0,4,1,2,0,2,12,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jared-butler,8,14,3,0,3,0,0,1,5,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jared-butler,9,14,1,4,1,0,0,5,0,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jared-butler,10,5,0,3,0,2,0,0,4,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
jared-rhoden,0,7,0,0,1,0,0,1,5,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jared-rhoden,1,13,1,3,0,0,0,2,6,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jared-rhoden,2,5,2,0,1,0,0,1,2,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
jared-rhoden,3,3,0,0,0,0,0,0,0,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jared-rhoden,4,2,1,0,0,0,0,0,0,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
jaren-jackson,0,31,5,2,2,2,2,2,27,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
jaren-jackson,1,34,5,5,5,1,3,4,25,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
jaren-jackson,2,32,3,2,3,0,0,5,22,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
jaren-jackson,3,32,5,4,4,2,1,5,25,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
jaren-jackson,4,35,8,2,3,1,1,3,30,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
jaren-jackson,5,35,6,3,5,1,1,1,15,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
jaren-jackson,6,32,4,5,4,6,1,4,27,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
jaren-jackson,7,33,6,5,2,1,0,3,26,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
jaren-jackson,8,27,3,1,3,0,1,5,36,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jaren-jackson,9,33,5,5,1,4,1,1,18,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
jaren-jackson,10,30,6,1,1,1,1,1,21,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
jarred-vanderbilt,0,16,7,2,3,3,0,0,10,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jarred-vanderbilt,1,26,4,3,2,2,0,2,12,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
jarred-vanderbilt,2,7,0,0,0,1,0,0,3,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jarred-vanderbilt,3,41,9,5,2,4,0,1,14,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
jarred-vanderbilt,4,27,5,0,2,3,1,2,17,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
jarred-vanderbilt,5,25,9,2,2,3,1,3,12,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
jarred-vanderbilt,6,21,4,2,3,2,0,1,4,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jarred-vanderbilt,7,19,5,0,0,0,0,0,12,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jarred-vanderbilt,8,26,9,1,1,1,0,3,7,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
jarred-vanderbilt,9,18,4,2,0,3,0,0,5,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
jarred-vanderbilt,10,23,3,1,2,1,0,4,5,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jarrett-allen,0,21,9,2,2,0,3,1,14,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
jarrett-allen,1,30,11,0,1,1,1,2,14,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
jarrett-allen,2,36,17,3,3,1,1,3,20,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
