PLAYER,GAME,OPP,MIN,REB,AST,TO,STL,BLK,PF,PTS
jimmy-butler,8,TOR,31,5,5,1,2,0,0,16
jimmy-butler,9,BKN,40,5,4,1,2,0,2,31
jimmy-butler,10,UTH,23,2,1,2,0,1,2,8
jock-landale,0,BKN,6,2,1,1,0,0,2,0
jock-landale,1,CHA,15,6,2,0,1,1,2,6
jock-landale,2,POR,13,3,2,0,0,0,2,6
jock-landale,3,BOS,11,3,0,1,0,0,0,3
jock-landale,4,PHI,9,1,0,0,1,3,0,4
jock-landale,5,BOS,12,3,1,0,0,0,0,2
jock-landale,6,MIN,5,0,0,0,0,1,0,0
jock-landale,7,DET,7,0,0,0,0,0,0,0
jock-landale,8,PHI,8,1,0,0,0,1,4,6
jock-landale,9,PHO,12,5,0,0,0,0,2,5
jock-landale,10,DAL,16,4,2,0,0,1,1,3
joe-harris,0,WAS,5,0,1,1,0,0,0,0
joe-harris,1,SAS,6,1,0,0,0,0,1,0
joe-harris,2,SAC,9,1,0,0,0,0,2,9
joe-harris,3,BKN,7,1,0,0,0,0,0,0
joe-harris,4,ATL,12,2,2,0,1,1,1,1
joe-harris,5,MIL,7,0,0,0,0,0,1,0
joe-harris,6,PHI,11,1,1,0,0,0,1,3
joe-harris,7,ORL,4,0,0,0,0,1,0,0
joe-harris,8,PHO,13,1,1,0,0,0,1,0
joe-harris,9,NOR,24,3,1,1,1,0,4,8
joe-harris,10,POR,17,2,1,0,0,0,1,11
joe-ingles,0,MIN,13,0,2,0,0,0,1,6
joe-ingles,1,SAS,15,4,2,2,1,0,2,0
joe-ingles,2,DAL,15,3,0,2,0,0,1,3
joe-ingles,3,PHO,13,2,2,0,0,0,3,6
joe-ingles,4,MEM,17,0,0,0,0,0,0,2
joe-ingles,5,CLE,15,4,2,2,1,0,2,2
joe-ingles,6,MIA,17,3,3,3,0,0,0,0
joe-ingles,7,PHI,22,1,3,0,0,0,2,9
joe-ingles,8,ATL,20,4,3,3,1,0,4,3
joe-ingles,9,NYK,20,1,4,1,0,0,2,6
joe-ingles,10,MIA,20,0,6,2,3,0,2,14
joel-embiid,0,GSW,30,7,2,8,2,0,5,14
joel-embiid,1,IND,31,7,3,2,0,0,1,31
joel-embiid,2,SAS,37,18,5,1,1,1,2,70
joel-embiid,3,CHA,37,10,5,3,0,3,2,33
joel-embiid,4,ORL,31,7,2,1,4,0,1,36
joel-embiid,5,DEN,39,7,10,3,0,1,4,41
joel-embiid,6,HOU,31,10,3,2,1,1,5,41
joel-embiid,7,NYK,36,10,3,6,1,3,3,30
joel-embiid,8,CHI,31,15,10,4,1,2,4,31
joel-embiid,9,TOR,35,10,9,6,2,4,1,31
joel-embiid,10,MIN,36,12,3,2,2,1,5,51
john-collins,0,PHI,34,9,2,0,1,2,2,15
john-collins,1,NYK,28,11,3,1,0,0,4,11
john-collins,2,BKN,21,7,0,0,1,2,2,15
john-collins,3,CHA,32,10,0,0,0,2,4,20
john-collins,4,WAS,33,16,1,1,1,0,2,22
john-collins,5,NOR,24,9,2,1,0,3,5,14
john-collins,6,HOU,20,6,2,0,0,0,2,7
john-collins,7,OKC,24,4,1,2,0,1,5,21
john-collins,8,IND,20,6,1,1,0,0,0,10
john-collins,9,LAL,34,13,2,1,3,1,5,19
john-collins,10,TOR,14,7,1,1,0,0,4,4
john-konchar,0,GSW,28,12,5,2,1,0,2,3
john-konchar,1,CLE,32,6,0,1,1,2,3,8
john-konchar,2,IND,30,7,4,2,0,2,1,9
john-konchar,3,ORL,26,1,2,1,3,2,2,7
john-konchar,4,MIA,31,10,2,2,1,1,4,11
john-konchar,5,TOR,28,5,4,1,0,5,2,6
john-konchar,6,CHI,27,5,6,2,0,2,0,2
john-konchar,7,MIN,27,3,2,1,1,0,4,5
john-konchar,8,NYK,20,3,1,0,1,2,1,0
john-konchar,9,LAC,6,1,1,0,0,0,1,0
john-konchar,10,DAL,25,7,3,0,0,1,0,4
johnny-davis,0,MIA,2,0,0,0,0,0,0,2
johnny-davis,1,LAC,12,1,1,0,0,1,2,2
johnny-davis,2,UTH,1,0,0,0,0,0,0,0
johnny-davis,3,DET,1,0,0,0,0,0,0,0
johnny-davis,4,NYK,3,0,0,0,0,0,0,2
johnny-davis,5,CLE,6,1,0,0,0,0,0,0
johnny-davis,6,CLE,5,0,0,0,0,0,0,2
johnny-davis,7,TOR,6,0,0,0,0,0,1,0
johnny-davis,8,ORL,6,1,0,0,0,0,1,0
johnny-davis,9,ORL,10,1,0,0,1,0,1,0
johnny-davis,10,DET,7,0,0,1,0,0,0,2
jonas-valanciunas,0,SAS,27,9,4,0,0,0,2,18
jonas-valanciunas,1,HOU,33,14,2,3,0,1,5,25
jonas-valanciunas,2,BOS,20,7,2,0,1,1,1,11
jonas-valanciunas,3,MIL,24,10,6,0,0,0,3,13
jonas-valanciunas,4,OKC,20,9,0,2,0,0,1,14
jonas-valanciunas,5,UTH,23,12,3,1,0,0,2,17
jonas-valanciunas,6,PHO,26,11,3,2,0,0,3,16
jonas-valanciunas,7,CHA,25,7,0,1,0,0,1,4
jonas-valanciunas,8,DAL,19,6,2,3,0,2,4,6
jonas-valanciunas,9,DAL,28,12,7,0,0,2,4,14
jonas-valanciunas,10,DEN,26,6,1,0,0,0,3,17
jonathan-isaac,0,MIN,20,8,0,0,2,1,1,3
jonathan-isaac,1,SAS,18,4,0,1,0,4,1,8
jonathan-isaac,2,DAL,8,0,0,0,0,0,1,2
jonathan-isaac,3,PHO,23,3,1,1,1,2,2,9
jonathan-isaac,4,MEM,22,5,0,0,0,0,0,10
jonathan-isaac,5,MIA,14,1,0,0,0,1,0,6
jonathan-isaac,6,PHI,13,3,1,0,0,1,0,7
jonathan-isaac,7,ATL,10,0,2,0,2,0,0,2
jonathan-isaac,8,NYK,16,7,0,0,0,1,1,5
jonathan-isaac,9,OKC,15,5,1,0,0,0,3,6
jonathan-isaac,10,IND,12,1,1,0,0,3,0,4
jonathan-kuminga,0,MEM,37,6,4,2,2,0,3,29
jonathan-kuminga,1,PHI,39,7,2,3,3,1,3,26
jonathan-kuminga,2,LAL,43,9,2,2,0,0,5,22
jonathan-kuminga,3,SAC,30,3,3,2,2,0,2,31
jonathan-kuminga,4,ATL,29,9,2,1,2,2,1,25
jonathan-kuminga,5,MEM,29,11,0,3,0,0,3,20
jonathan-kuminga,6,MIL,30,3,2,0,1,1,2,28
jonathan-kuminga,7,CHI,24,5,1,0,1,0,2,24
jonathan-kuminga,8,NOR,28,3,4,3,0,1,3,12
jonathan-kuminga,9,TOR,25,4,4,1,1,1,0,13
jonathan-kuminga,10,DET,36,6,1,4,0,0,2,11
jontay-porter,0,CHI,5,2,1,1,1,0,1,0
jontay-porter,1,ATL,19,7,3,0,2,0,2,12
jontay-porter,2,LAC,4,3,1,0,0,0,1,0
jontay-porter,3,MEM,6,2,0,0,0,1,1,0
jontay-porter,4,NYK,21,2,1,2,3,1,1,6
jontay-porter,5,CHI,20,4,4,1,1,2,2,10
jontay-porter,6,MIA,18,4,2,0,0,2,3,6
jontay-porter,7,BOS,15,4,3,1,0,1,4,2
jontay-porter,8,UTH,31,6,6,0,2,2,1,9
jontay-porter,9,LAC,18,7,4,3,0,0,4,9
jontay-porter,10,LAL,10,0,3,0,1,0,0,0
jordan-clarkson,0,PHI,34,2,10,1,0,0,1,16
jordan-clarkson,1,NYK,31,1,1,3,0,0,2,11
jordan-clarkson,2,BKN,23,1,1,4,0,0,1,13
jordan-clarkson,3,CHA,31,1,2,0,0,0,3,14
jordan-clarkson,4,WAS,30,3,8,4,0,0,1,19
jordan-clarkson,5,NOR,22,1,1,2,0,0,0,9
jordan-clarkson,6,HOU,39,12,4,3,0,0,1,33
jordan-clarkson,7,OKC,35,2,5,1,0,0,1,18
jordan-clarkson,8,IND,27,3,2,2,2,0,1,17
jordan-clarkson,9,LAL,31,4,4,2,0,1,2,21
jordan-clarkson,10,TOR,31,1,5,0,0,0,1,21
jordan-ford,0,LAC,8,1,1,1,0,0,0,5
jordan-ford,1,LAC,1,0,0,0,0,0,0,0
jordan-ford,2,CLE,1,0,0,0,0,0,0,0
jordan-ford,3,HOU,8,1,1,0,0,0,0,5
jordan-ford,4,HOU,1,0,0,0,0,0,0,2
jordan-ford,5,UTH,1,0,0,0,0,0,0,0
jordan-goodwin,0,BKN,1,0,0,0,0,0,0,2
jordan-goodwin,1,ORL,2,1,0,0,0,0,0,2
jordan-goodwin,2,DAL,4,0,1,0,0,0,0,6
jordan-goodwin,3,NOR,4,1,1,1,0,0,1,2
jordan-goodwin,4,LAL,5,0,1,1,1,0,1,0
jordan-goodwin,5,LAC,5,0,0,0,0,0,0,4
jordan-goodwin,6,MIA,2,0,0,0,0,0,0,0
jordan-goodwin,7,POR,6,1,1,1,1,0,0,2
jordan-goodwin,8,CHA,1,0,0,0,0,0,0,0
jordan-goodwin,9,DAL,11,3,1,0,0,0,0,2
jordan-goodwin,10,SAC,14,3,0,1,1,0,2,3
jordan-hawkins,0,SAS,11,0,0,0,0,0,0,2
jordan-hawkins,1,HOU,23,6,2,1,0,0,1,3
jordan-hawkins,2,BOS,9,3,0,0,1,0,1,0
jordan-hawkins,3,MIL,29,7,1,3,0,0,0,8
jordan-hawkins,4,OKC,20,1,4,1,0,0,1,9
jordan-hawkins,5,UTH,16,2,0,0,0,1,1,6
jordan-hawkins,6,PHO,17,2,1,1,0,0,0,13
jordan-hawkins,7,CHA,24,6,1,2,1,0,1,21
jordan-hawkins,8,DAL,21,1,0,0,1,0,3,9
jordan-hawkins,9,DAL,37,5,4,3,2,0,3,34
jordan-hawkins,10,DEN,2,0,0,0,0,0,0,0
jordan-mclaughlin,0,ORL,5,0,1,0,2,0,0,6
jordan-mclaughlin,1,DAL,14,3,5,0,3,0,0,0
jordan-mclaughlin,2,OKC,14,0,1,1,0,0,3,10
jordan-mclaughlin,3,SAS,9,1,1,1,0,0,0,0
jordan-mclaughlin,4,BKN,11,0,1,1,0,0,0,2
jordan-mclaughlin,5,WAS,13,2,2,0,1,0,1,5
jordan-mclaughlin,6,CHA,10,2,3,1,0,1,0,0
jordan-mclaughlin,7,OKC,13,2,3,0,2,0,1,8
jordan-mclaughlin,8,MEM,7,2,0,2,1,0,0,0
jordan-mclaughlin,9,DET,8,2,0,0,0,0,1,0
jordan-mclaughlin,10,POR,13,0,5,2,1,0,2,2
jordan-miller,0,MEM,4,2,0,0,0,0,0,2
jordan-miller,1,NYK,5,1,0,1,0,0,0,0
jordan-miller,2,ORL,3,0,0,0,0,0,1,3
jordan-miller,3,POR,4,0,0,0,0,0,1,2
jordan-nwora,0,HOU,16,1,0,0,2,1,2,8
jordan-nwora,1,CHI,19,2,0,0,0,1,2,17
jordan-nwora,2,ATL,31,9,6,1,1,0,4,24
jordan-nwora,3,LAC,8,1,1,2,0,0,1,0
jordan-nwora,4,NYK,4,0,0,0,0,0,0,3
jordan-nwora,5,UTH,17,3,2,1,0,0,2,7
jordan-nwora,6,DEN,13,1,1,0,1,0,1,3
jordan-nwora,7,ATL,4,1,2,0,0,0,0,0
jordan-nwora,8,WAS,17,5,0,0,0,0,3,9
jordan-nwora,9,BOS,1,0,0,0,0,0,0,0
jordan-nwora,10,ATL,10,1,2,1,0,0,1,7
jordan-poole,0,MIA,33,4,10,1,2,1,3,16
jordan-poole,1,SAS,33,1,3,4,2,1,2,13
jordan-poole,2,DET,29,1,2,0,1,0,1,17
jordan-poole,3,UTH,28,2,2,0,2,2,5,18
jordan-poole,4,MIN,28,2,3,4,0,0,3,7
jordan-poole,5,DEN,28,1,0,2,0,0,4,4
jordan-poole,6,SAS,29,0,2,1,2,1,4,16
jordan-poole,7,NYK,34,4,2,0,1,0,1,24
jordan-poole,8,DET,32,0,2,1,0,0,3,16
jordan-poole,9,ATL,26,2,2,1,1,1,1,20
jordan-poole,10,IND,34,4,7,1,3,0,3,28
jose-alvarado,0,SAS,19,2,3,0,2,0,3,8
jose-alvarado,1,HOU,14,1,0,0,0,0,3,7
jose-alvarado,2,MIL,21,1,2,0,2,0,4,4
jose-alvarado,3,OKC,12,2,3,1,2,0,0,5
jose-alvarado,4,UTH,5,2,0,1,0,0,0,9
jose-alvarado,5,PHO,7,0,1,0,0,0,1,2
jose-alvarado,6,CHA,3,0,0,0,0,0,2,2
jose-alvarado,7,DAL,26,2,4,0,1,0,2,14
jose-alvarado,8,DEN,17,1,1,1,1,0,0,10
jose-alvarado,9,LAC,19,1,2,0,0,1,0,2
jose-alvarado,10,MIN,27,3,3,1,0,1,3,8
josh-giddey,0,CHA,19,6,4,2,1,1,0,8
josh-giddey,1,DEN,25,9,5,2,0,1,0,8
josh-giddey,2,MIN,19,4,2,1,0,1,1,13
josh-giddey,3,DET,27,9,5,2,0,1,0,12
josh-giddey,4,NOR,23,5,6,1,1,1,0,4
josh-giddey,5,SAS,22,8,4,2,0,0,1,12
josh-giddey,6,POR,25,5,3,0,0,0,2,7
josh-giddey,7,MIN,25,8,4,1,1,0,0,5
josh-giddey,8,UTH,30,10,6,2,1,0,3,20
josh-giddey,9,LAC,19,4,4,0,0,0,0,9
josh-giddey,10,LAL,22,5,3,0,0,1,1,8
josh-green,0,MIN,29,2,1,1,0,0,4,18
josh-green,1,ORL,33,2,1,2,1,0,5,2
josh-green,2,SAC,33,3,5,2,0,0,2,11
josh-green,3,ATL,35,2,4,3,0,0,5,21
josh-green,4,PHO,31,4,3,1,0,0,1,8
josh-green,5,BOS,38,7,1,3,0,0,4,14
josh-green,6,NOR,30,4,3,1,0,0,5,13
josh-green,7,NOR,32,6,4,3,0,0,2,9
josh-green,8,NYK,35,2,3,0,1,0,2,18
josh-green,9,MEM,23,3,0,0,0,1,1,0
josh-green,10,MIN,31,5,1,0,0,1,2,4
josh-hart,0,IND,38,12,3,2,0,1,3,5
josh-hart,1,UTH,43,10,10,3,2,2,2,10
josh-hart,2,CHA,39,12,7,1,0,0,0,8
josh-hart,3,MIA,32,9,5,1,0,0,1,14
josh-hart,4,DEN,26,7,3,0,1,1,0,4
josh-hart,5,BKN,28,5,1,1,2,1,1,2
josh-hart,6,TOR,26,9,1,3,0,1,1,10
josh-hart,7,HOU,30,14,1,0,0,0,2,10
josh-hart,8,ORL,24,6,1,1,0,0,2,4
josh-hart,9,MEM,29,7,3,2,2,0,2,8
josh-hart,10,DAL,23,4,2,1,0,0,3,4
josh-minott,0,POR,9,0,0,0,1,1,2,2
josh-minott,1,HOU,3,0,0,0,0,0,0,2
josh-minott,2,NOR,3,0,0,0,0,1,0,2
josh-minott,3,OKC,5,0,2,1,0,0,0,0
josh-minott,4,DAL,2,0,0,0,0,0,0,3
josh-minott,5,NOR,2,0,0,0,0,0,0,3
josh-minott,6,MEM,2,0,0,0,0,0,0,2
josh-minott,7,PHI,2,0,0,0,0,0,1,0
josh-minott,8,NYK,1,2,0,0,0,0,1,2
josh-minott,9,PHO,5,1,0,0,0,0,0,2
josh-minott,10,NOR,3,0,0,0,0,0,2,0
josh-okogie,0,ATL,15,0,0,0,0,1,0,3
josh-okogie,1,BKN,26,7,1,0,1,0,1,11
josh-okogie,2,MIA,18,7,0,0,1,1,1,11
josh-okogie,3,ORL,6,2,0,0,0,0,0,0
josh-okogie,4,IND,13,3,1,0,1,0,1,0
josh-okogie,5,DAL,24,4,3,2,2,1,2,6
josh-okogie,6,CHI,14,3,0,0,1,0,1,4
josh-okogie,7,IND,15,2,2,0,1,0,0,0
josh-okogie,8,NOR,6,3,2,0,0,0,0,3
josh-okogie,9,SAC,16,2,0,0,0,1,1,2
josh-okogie,10,POR,7,1,0,0,0,0,1,0
josh-richardson,0,WAS,25,4,2,1,0,0,2,7
josh-richardson,1,SAC,27,5,3,0,0,1,2,24
josh-richardson,2,PHO,24,4,2,1,2,0,1,12
josh-richardson,3,BOS,24,2,3,0,1,0,1,8
josh-richardson,4,MEM,18,3,2,1,0,1,2,9
josh-richardson,5,ORL,9,2,0,1,0,0,1,3
josh-richardson,6,ATL,21,3,0,0,0,1,1,9
josh-richardson,7,TOR,23,1,0,1,1,2,3,5
josh-richardson,8,BKN,28,5,1,1,0,1,2,9
josh-richardson,9,CHA,20,2,0,1,0,0,1,11
josh-richardson,10,ORL,25,1,2,2,1,0,2,9
jrue-holiday,0,LAL,29,7,7,4,0,0,3,8
jrue-holiday,1,IND,39,5,4,1,1,3,0,17
jrue-holiday,2,NOR,33,3,2,1,1,0,1,20
jrue-holiday,3,LAC,28,3,4,2,1,0,1,7
jrue-holiday,4,MIA,29,5,5,3,0,1,1,17
jrue-holiday,5,DAL,38,7,6,1,0,1,2,17
jrue-holiday,6,DEN,30,2,3,1,0,0,0,7
jrue-holiday,7,SAS,31,4,4,1,0,0,0,22
jrue-holiday,8,TOR,34,6,7,1,1,2,2,22
jrue-holiday,9,HOU,26,6,3,1,0,0,2,11
jrue-holiday,10,MIL,19,4,2,1,0,0,1,6
jt-thor,0,OKC,6,2,0,0,0,0,1,4
jt-thor,1,NYK,2,1,0,0,0,0,0,1
jt-thor,2,UTH,5,0,0,1,0,0,0,5
jt-thor,3,HOU,7,1,1,0,2,0,0,2
jt-thor,4,MIN,16,3,0,2,0,2,2,7
jt-thor,5,PHI,22,6,0,0,0,1,1,7
jt-thor,6,SAS,9,2,0,0,0,0,0,2
jt-thor,7,NOR,7,2,1,1,0,1,0,0
jt-thor,8,MIA,10,4,1,0,0,1,1,0
jt-thor,9,SAS,19,4,0,1,0,0,3,5
jt-thor,10,SAC,21,5,0,0,0,0,2,2
juan-toscano-anderson,0,PHI,3,0,0,0,0,0,1,3
juan-toscano-anderson,1,CHA,17,3,0,0,0,1,2,2
juan-toscano-anderson,2,DET,14,6,1,1,0,0,4,0
juan-toscano-anderson,3,ORL,0,0,0,0,0,0,0,0
juan-toscano-anderson,4,CHA,0,0,0,0,0,0,0,0
juan-toscano-anderson,5,MEM,3,2,1,0,0,0,0,0
juan-toscano-anderson,6,POR,2,0,0,0,1,0,0,0
juan-toscano-anderson,7,PHO,3,0,0,0,0,0,1,0
juan-toscano-anderson,8,BOS,3,0,1,0,0,0,0,0
juan-toscano-anderson,9,WAS,5,1,0,1,0,0,3,2
juan-toscano-anderson,10,UTH,2,2,1,0,0,0,0,0
jules-bernard,0,LAC,5,3,1,0,0,0,1,2
jules-bernard,1,UTH,1,0,0,0,0,0,0,0
jules-bernard,2,ATL,5,0,0,0,0,0,2,0
jules-bernard,3,PHI,6,1,0,1,0,0,1,2
jules-bernard,4,BKN,4,0,1,0,0,0,0,0
julian-champagnie,0,NOR,30,6,3,0,0,3,2,5
julian-champagnie,1,ORL,20,1,1,1,2,0,1,0
julian-champagnie,2,WAS,20,1,1,1,0,2,0,3
julian-champagnie,3,MIN,18,3,0,0,0,0,1,4
julian-champagnie,4,POR,19,4,3,1,1,0,0,5
julian-champagnie,5,OKC,21,2,1,2,2,0,1,3
julian-champagnie,6,PHI,15,2,1,0,0,0,2,12
julian-champagnie,7,WAS,23,7,0,2,0,2,2,11
julian-champagnie,8,CHA,19,2,3,0,1,1,0,9
julian-champagnie,9,BOS,18,5,0,1,0,0,1,9
julian-champagnie,10,ATL,20,1,1,0,1,0,1,15
julian-phillips,0,CHA,11,1,0,1,0,0,4,4
julian-phillips,1,TOR,20,1,0,2,0,0,2,9
julian-phillips,2,POR,23,2,1,0,0,1,3,11
julian-phillips,3,MEM,4,0,1,0,0,0,0,0
julian-phillips,4,NYK,2,1,0,0,0,0,0,0
julian-phillips,5,PHI,17,0,0,0,0,3,2,7
julian-phillips,6,PHI,1,0,0,0,0,0,0,0
julian-phillips,7,IND,1,0,0,0,0,0,0,0
julian-phillips,8,SAS,4,0,0,0,0,0,1,0
julian-phillips,9,LAL,1,0,0,0,0,0,0,0
julian-phillips,10,MIA,0,0,0,0,0,0,0,0
julian-strawther,0,GSW,9,1,1,0,1,0,0,0
julian-strawther,1,CHA,13,1,1,1,0,0,1,2
julian-strawther,2,OKC,12,1,0,3,0,0,3,10
julian-strawther,3,MEM,25,3,2,1,0,1,4,12
julian-strawther,4,GSW,8,0,0,0,0,0,0,2
julian-strawther,5,CHA,16,1,1,1,1,0,0,10
julian-strawther,6,BKN,11,3,0,1,0,0,1,0
julian-strawther,7,TOR,14,1,2,0,2,0,2,7
julian-strawther,8,DAL,21,3,2,0,1,0,1,12
julian-strawther,9,OKC,15,1,1,0,0,0,0,0
julian-strawther,10,BKN,20,4,1,0,0,0,0,8
julius-randle,0,MIA,32,9,3,4,0,0,2,19
julius-randle,1,DEN,30,7,8,2,1,0,2,17
julius-randle,2,BKN,37,9,7,4,0,0,3,30
julius-randle,3,TOR,32,16,10,7,0,0,3,18
julius-randle,4,WAS,39,8,5,5,0,0,2,21
julius-randle,5,HOU,34,8,4,4,0,1,4,31
julius-randle,6,ORL,38,6,5,0,0,0,3,15
julius-randle,7,MEM,36,11,5,6,0,1,2,24
julius-randle,8,DAL,37,6,5,4,2,0,3,32
julius-randle,9,POR,32,7,8,2,0,1,1,20
julius-randle,10,WAS,38,7,5,2,1,0,2,39
justin-holiday,0,POR,12,0,1,0,1,0,0,0
justin-holiday,1,OKC,11,1,0,0,1,1,3,5
justin-holiday,2,NYK,12,1,0,0,1,0,2,4
justin-holiday,3,BOS,3,0,0,0,0,0,0,0
justin-holiday,4,IND,0,0,0,0,0,0,0,0
justin-holiday,5,NOR,2,0,0,1,0,0,0,0
justin-holiday,6,UTH,12,0,1,0,1,0,2,3
justin-holiday,7,DET,4,0,0,0,0,0,0,0
justin-holiday,8,ORL,10,1,1,0,0,0,1,0
justin-holiday,9,OKC,16,1,2,0,0,0,1,0
justin-holiday,10,MEM,18,2,1,0,2,0,2,8
justin-minaya,0,DEN,1,0,0,0,0,0,0,0
justin-minaya,1,SAS,22,2,1,1,1,1,1,0
justin-minaya,2,IND,2,1,0,0,0,0,0,0
justin-minaya,3,PHO,17,2,0,0,0,0,5,1
justin-minaya,4,MIN,9,0,2,0,1,1,0,3
justin-minaya,5,OKC,14,2,1,0,2,1,0,4
justin-minaya,6,NYK,12,1,1,1,0,1,1,3
justin-minaya,7,DAL,8,0,0,0,0,0,1,0
justin-minaya,8,OKC,13,2,0,0,0,1,0,7
justin-minaya,9,LAL,5,0,0,0,0,0,0,0
justin-minaya,10,CLE,3,0,0,0,0,0,0,0
jusuf-nurkic,0,ATL,23,9,3,1,1,1,2,14
jusuf-nurkic,1,BKN,30,11,6,6,1,2,2,28
jusuf-nurkic,2,MIA,27,8,2,1,2,0,6,6
jusuf-nurkic,3,IND,20,4,5,2,3,0,2,2
jusuf-nurkic,4,DAL,21,5,3,4,2,0,4,8
jusuf-nurkic,5,CHI,26,7,4,1,0,2,3,8
jusuf-nurkic,6,IND,19,13,4,6,0,1,6,4
jusuf-nurkic,7,NOR,35,15,9,3,1,0,3,5
jusuf-nurkic,8,SAC,27,15,3,1,0,1,3,10
jusuf-nurkic,9,POR,27,13,1,1,3,1,3,14
jusuf-nurkic,10,LAL,28,12,2,2,1,0,2,9
karl-anthony-towns,0,ORL,35,3,1,6,0,2,1,19
karl-anthony-towns,1,DAL,31,9,4,3,1,0,2,29
karl-anthony-towns,2,OKC,39,10,6,2,1,1,2,21
karl-anthony-towns,3,SAS,32,5,4,3,1,2,3,19
karl-anthony-towns,4,BKN,37,10,3,6,0,0,3,27
karl-anthony-towns,5,WAS,35,6,3,1,0,1,4,27
karl-anthony-towns,6,CHA,38,8,2,7,0,0,2,62
karl-anthony-towns,7,OKC,36,11,2,3,0,1,6,19
karl-anthony-towns,8,MEM,29,7,2,1,0,1,2,14
karl-anthony-towns,9,DET,31,6,4,1,0,0,2,27
karl-anthony-towns,10,LAC,37,6,5,4,0,0,4,17
kawhi-leonard,0,DET,32,4,3,0,0,1,2,33
kawhi-leonard,1,WAS,30,9,4,0,4,1,1,31
kawhi-leonard,2,CLE,37,8,3,1,2,0,2,30
kawhi-leonard,3,BOS,29,7,2,2,2,2,1,26
kawhi-leonard,4,TOR,31,7,3,1,1,2,0,16
kawhi-leonard,5,LAL,38,11,10,2,2,1,0,25
kawhi-leonard,6,BKN,37,4,4,2,0,1,2,21
kawhi-leonard,7,OKC,37,6,6,3,0,1,0,16
kawhi-leonard,8,MIN,37,9,4,1,2,0,4,26
kawhi-leonard,9,MEM,29,7,4,1,2,2,3,22
kawhi-leonard,10,TOR,38,3,7,0,1,2,3,29
keegan-murray,0,IND,28,1,1,0,0,0,0,5
keegan-murray,1,MIA,38,5,2,0,1,2,5,33
keegan-murray,2,MEM,25,5,2,4,2,0,2,5
keegan-murray,3,DAL,40,4,2,0,0,3,4,15
keegan-murray,4,GSW,38,6,1,0,1,2,2,14
keegan-murray,5,ATL,32,6,2,0,2,0,3,13
keegan-murray,6,IND,38,9,0,1,2,1,3,27
keegan-murray,7,PHO,35,4,3,1,1,1,3,18
keegan-murray,8,MIL,19,1,0,0,0,1,1,4
keegan-murray,9,PHI,35,8,3,2,1,2,2,15
keegan-murray,10,CHA,32,6,3,0,0,1,2,25
keita-batesdiop,0,ATL,10,2,0,0,0,0,0,6
keita-batesdiop,1,BKN,19,4,1,1,0,0,0,5
keita-batesdiop,2,MIA,6,0,0,0,0,1,0,3
keita-batesdiop,3,ORL,20,1,0,1,0,1,1,5
keita-batesdiop,4,IND,9,4,1,1,0,0,0,2
keita-batesdiop,5,DAL,15,2,1,1,1,0,0,11
keita-batesdiop,6,CHI,18,1,2,0,1,1,1,5
keita-batesdiop,7,IND,12,2,1,1,1,0,1,0
keita-batesdiop,8,NOR,5,2,0,0,0,0,0,0
keita-batesdiop,9,POR,13,2,3,0,0,0,1,4
keita-batesdiop,10,LAL,5,0,0,0,0,0,0,2
keldon-johnson,0,WAS,31,5,3,2,3,0,1,14
keldon-johnson,1,MIN,27,7,2,1,2,2,2,14
keldon-johnson,2,POR,30,16,1,1,1,2,2,21
keldon-johnson,3,OKC,19,0,1,2,1,1,0,7
keldon-johnson,4,PHI,21,2,0,1,0,0,3,8
keldon-johnson,5,WAS,28,9,2,1,0,0,2,19
keldon-johnson,6,CHA,29,4,3,1,0,0,3,25
keldon-johnson,7,BOS,23,2,1,0,1,0,1,5
keldon-johnson,8,ATL,26,6,0,5,1,0,4,5
keldon-johnson,9,CHI,30,4,5,2,0,1,2,26
keldon-johnson,10,CHA,19,2,1,2,1,0,2,10
kelly-olynyk,0,PHI,19,3,3,0,0,0,1,14
kelly-olynyk,1,NYK,21,5,3,1,0,0,2,1
kelly-olynyk,2,BKN,16,4,4,2,0,0,0,5
kelly-olynyk,3,CHA,18,9,8,4,1,0,2,6
kelly-olynyk,4,WAS,21,4,2,1,0,0,3,19
kelly-olynyk,5,NOR,14,3,2,1,0,0,3,9
kelly-olynyk,6,HOU,16,3,1,1,1,0,4,6
kelly-olynyk,7,OKC,17,2,4,1,1,0,3,7
kelly-olynyk,8,IND,17,6,4,3,0,1,4,4
kelly-olynyk,9,LAL,15,5,2,2,0,0,1,4
kelly-olynyk,10,TOR,21,10,5,1,1,0,3,11
kelly-oubre,0,UTH,40,4,2,0,2,3,4,16
kelly-oubre,1,GSW,35,6,0,2,1,0,2,15
kelly-oubre,2,POR,31,6,1,1,0,0,3,25
kelly-oubre,3,DEN,40,5,4,1,0,2,5,25
kelly-oubre,4,IND,22,2,2,0,1,3,4,4
kelly-oubre,5,SAS,25,3,0,0,0,0,4,8
kelly-oubre,6,CHA,27,8,0,2,2,0,3,5
kelly-oubre,7,ORL,32,4,2,0,0,1,5,15
kelly-oubre,8,DEN,27,5,0,2,1,0,4,11
kelly-oubre,9,HOU,26,2,0,1,4,0,3,7
kelly-oubre,10,ATL,32,3,2,1,1,0,3,7
kendall-brown,0,PHI,2,0,0,0,0,0,0,0
kendall-brown,1,UTH,12,2,1,0,0,0,3,8
